numero_pedido,cliente,direccion,latitud,longitud,peso_kg
SC767445,Diego Martínez,"Av. La Plata 5338, Quilmes",-34.625324103800715,-58.37598560435676,51
SC451705,Carlos Fernández,"Av. Santa Fe 9107, Vicente López",-34.677988564273456,-58.532820600032416,88
SC365335,Juan Fernández,"Av. Independencia 2916, Morón",-34.64415379160353,-58.36892826056815,83
SC854870,Ana Martínez,"Av. La Plata 8868, Vicente López",-34.51224533214515,-58.504790697386824,87
SC586174,Carlos Sánchez,"Av. Corrientes 2214, Vicente López",-34.693761110102976,-58.435899050720586,92
SC999949,Juan Martínez,"Av. Santa Fe 4250, Avellaneda",-34.630808973711844,-58.37813978806371,66
SC231772,María Martínez,"Av. Rivadavia 9909, Tigre",-34.60081463228764,-58.47969907743022,69
SC369815,Juan Sánchez,"Av. La Plata 3705, San Isidro",-34.68050888042216,-58.36266521368016,71
SC207387,Carlos López,"Av. Juan B. Justo 1003, Berazategui",-34.68239331143091,-58.44952103595808,100
SC906925,Pedro López,"Av. San Martín 6357, San Isidro",-34.59381361650155,-58.477128493393394,93
SC703302,Juan Díaz,"Av. Juan B. Justo 3870, Berazategui",-34.500962109431015,-58.54836150335509,52
SC398375,Sofía Martínez,"Av. Corrientes 5202, Lomas de Zamora",-34.69397012502382,-58.5138598219145,65
SC710249,Ana Rodríguez,"Av. Rivadavia 4016, Tigre",-34.63372392136397,-58.40118849056784,85
SC532623,Carlos Gómez,"Av. Belgrano 222, Avellaneda",-34.56780713510098,-58.3561788587457,99
SC680636,María Fernández,"Av. Corrientes 988, San Isidro",-34.68542857044633,-58.49645564276663,96
SC383517,Ana Torres,"Av. Libertador 8685, Vicente López",-34.57863228200318,-58.35727586347412,72
SC996022,Pedro Sánchez,"Av. Cabildo 6927, San Isidro",-34.64110136207608,-58.47985982213845,77
SC816217,Valentina Martínez,"Av. La Plata 1026, Vicente López",-34.528564249029635,-58.48359937012052,88
SC160876,Diego Sánchez,"Av. La Plata 1289, Tigre",-34.51707069874903,-58.35880842230138,56
SC393402,Diego Rodríguez,"Av. Independencia 1939, Lomas de Zamora",-34.58074361319555,-58.509950533612454,70
SC713320,María Martínez,"Av. San Martín 7118, La Matanza",-34.53719857812213,-58.51626041281616,80
SC284476,Carlos Gómez,"Av. Santa Fe 7803, Quilmes",-34.51959502830111,-58.43816059801759,55
SC129328,Valentina Fernández,"Av. San Martín 6389, Morón",-34.60535543870644,-58.39280171353457,96
SC944634,Carlos López,"Av. Independencia 1907, Quilmes",-34.696136538428,-58.4886888853002,88
SC896806,Ana Díaz,"Av. Corrientes 5840, La Matanza",-34.585006259713246,-58.407133220210376,61
SC609793,María Díaz,"Av. Cabildo 6094, San Isidro",-34.68976056204463,-58.403582458732465,50
SC929940,Valentina Fernández,"Av. Independencia 252, San Martín",-34.63226017429634,-58.54158232828044,76
SC207541,Carlos Fernández,"Av. La Plata 5935, La Matanza",-34.56441471202488,-58.543488164459426,100
SC184629,Pedro Rodríguez,"Av. Cabildo 8415, San Isidro",-34.56950901790809,-58.52745956332507,60
SC113925,Juan Sánchez,"Av. Belgrano 8545, Berazategui",-34.696217931752116,-58.44818133713673,71
SC277855,Valentina Rodríguez,"Av. Santa Fe 9276, La Matanza",-34.62104481017671,-58.392028421331744,72
SC134688,Juan Pérez,"Av. Libertador 4860, Berazategui",-34.605965157777504,-58.41294397245823,98
SC426209,Pedro Martínez,"Av. Juan B. Justo 7853, Tigre",-34.55847525950881,-58.40016392367349,81
SC960459,Ana García,"Av. Corrientes 3390, Avellaneda",-34.69442254855714,-58.38941794593289,100
SC352812,Luis López,"Av. Independencia 6022, Quilmes",-34.523781010699764,-58.42235250666723,85
SC930269,María Martínez,"Av. Independencia 5200, Avellaneda",-34.66552315818601,-58.423929624820055,99
SC818497,Ana Gómez,"Av. Independencia 9774, La Matanza",-34.66267267737611,-58.41632618625752,54
SC110285,Pedro Pérez,"Av. La Plata 6986, San Martín",-34.65821235095266,-58.35009148436315,75
SC120458,María García,"Av. Rivadavia 6177, Avellaneda",-34.648945671252385,-58.46257638402395,74
SC411106,Diego Torres,"Av. Belgrano 8793, Vicente López",-34.68476303334571,-58.46854069937482,60
SC694053,Luis Gómez,"Av. La Plata 4686, Quilmes",-34.603364854361836,-58.35610150513107,95
SC253663,Pedro Torres,"Av. Belgrano 1441, Avellaneda",-34.50143362137332,-58.4216676496684,96
SC360229,Laura Sánchez,"Av. Libertador 8472, San Martín",-34.554363131382,-58.47152363808293,52
SC496592,Carlos Díaz,"Av. Libertador 4287, Morón",-34.602542193745194,-58.45482145406587,78
SC152405,Carlos Rodríguez,"Av. Rivadavia 6739, Tigre",-34.53478538885573,-58.41508627601963,56
SC564178,María Martínez,"Av. Independencia 9355, Quilmes",-34.56137619475246,-58.40328268006949,59
SC931037,Juan López,"Av. Belgrano 9202, Berazategui",-34.58858250409248,-58.36711003374734,88
SC704441,Diego Sánchez,"Av. Juan B. Justo 4930, Lomas de Zamora",-34.630454587588076,-58.44029906921811,89
SC372584,Sofía López,"Av. Corrientes 7950, Avellaneda",-34.6629439285886,-58.49304815007524,57
SC165053,Luis Martínez,"Av. Independencia 2555, La Matanza",-34.64118804302965,-58.43102138010744,96
SC493271,María Rodríguez,"Av. Juan B. Justo 484, Berazategui",-34.65423033836737,-58.38305363533131,99
SC491990,Juan Martínez,"Av. Libertador 2965, Quilmes",-34.65851011916604,-58.37277945671645,88
SC129383,Pedro García,"Av. Libertador 3822, San Isidro",-34.50820650767523,-58.378940807351455,68
SC835358,Valentina López,"Av. Rivadavia 1892, Vicente López",-34.50193946304169,-58.44339801982839,50
SC822713,Sofía Sánchez,"Av. Independencia 9662, San Isidro",-34.51141283303253,-58.53233039032782,72
SC514552,Valentina Sánchez,"Av. Libertador 2135, San Isidro",-34.651062981890824,-58.49020137605968,63
SC124313,Luis Sánchez,"Av. Belgrano 8891, San Martín",-34.62844112850429,-58.42765562490821,56
SC956991,Diego Sánchez,"Av. Libertador 7262, La Matanza",-34.57153733084213,-58.46578887483283,65
SC123522,Diego García,"Av. Cabildo 3884, Berazategui",-34.62504882686484,-58.52528357393043,63
SC515273,Pedro Pérez,"Av. Santa Fe 9604, Vicente López",-34.65019711383343,-58.519941244551056,54
SC193850,Luis Gómez,"Av. Libertador 144, San Martín",-34.60529907792826,-58.35086931872583,65
SC191793,Pedro Martínez,"Av. San Martín 2891, Morón",-34.56105042467226,-58.420074341878966,82
SC550347,Diego Díaz,"Av. Corrientes 4106, Avellaneda",-34.50927910006896,-58.42993697471075,99
SC604072,Pedro Fernández,"Av. La Plata 3841, Morón",-34.5336022986212,-58.49682902269894,65
SC532666,Luis Sánchez,"Av. Independencia 1098, San Isidro",-34.571578916733756,-58.52127913460842,91
SC398179,Laura López,"Av. San Martín 6443, Quilmes",-34.697963053413886,-58.50816381278901,75
SC249496,Pedro Sánchez,"Av. Belgrano 3369, Tigre",-34.57469891022803,-58.508323046856546,73
SC343378,Laura Torres,"Av. Belgrano 1899, Berazategui",-34.55999917474261,-58.399922153018174,65
SC576415,Laura Rodríguez,"Av. Juan B. Justo 8108, Morón",-34.689504591187884,-58.42052463282205,95
SC750362,Carlos Pérez,"Av. Juan B. Justo 9847, Morón",-34.56623149794467,-58.4736089976446,58
SC463024,Ana Pérez,"Av. San Martín 9101, Tigre",-34.570615313358104,-58.47016429205792,64
SC622654,Juan López,"Av. Rivadavia 7656, La Matanza",-34.56456647011384,-58.432348868731935,76
SC816579,Ana Fernández,"Av. Cabildo 3188, Quilmes",-34.65296955396645,-58.453503986128396,77
SC920774,Diego Pérez,"Av. Libertador 7134, La Matanza",-34.612726282836014,-58.3977335117941,54
SC404648,Valentina Fernández,"Av. Belgrano 1706, Quilmes",-34.57825852292727,-58.43520342471345,58
SC342412,María Fernández,"Av. Santa Fe 8682, San Isidro",-34.66617957275923,-58.43709534161612,53
SC802325,Juan Torres,"Av. Cabildo 6174, Lomas de Zamora",-34.64578310956827,-58.48292496264881,62
SC621581,Juan Martínez,"Av. Santa Fe 3990, Quilmes",-34.59156850135281,-58.40289166191997,67
SC763802,Diego Gómez,"Av. Juan B. Justo 3815, Quilmes",-34.64996351038916,-58.495206793715894,97
SC750125,Carlos Díaz,"Av. Independencia 1363, San Isidro",-34.66717821389392,-58.454195997849695,71
SC443599,Laura García,"Av. San Martín 785, La Matanza",-34.55904771992417,-58.38630377769486,88
SC290675,Valentina García,"Av. Libertador 407, Tigre",-34.618580354626296,-58.40580717884413,57
SC428208,Luis Martínez,"Av. Juan B. Justo 4670, Berazategui",-34.69180493511007,-58.382671504516665,87
SC704031,Pedro Martínez,"Av. Corrientes 7751, San Isidro",-34.524207511507676,-58.50391309273832,86
SC209834,María Pérez,"Av. Cabildo 3585, Morón",-34.620931754837784,-58.51322768924039,80
SC222534,Luis García,"Av. Cabildo 4529, San Isidro",-34.63640455436109,-58.46043165216039,55
SC196038,Carlos García,"Av. Santa Fe 7520, San Martín",-34.51354351434951,-58.45368979733535,60
SC313831,Ana Díaz,"Av. Rivadavia 6213, San Isidro",-34.51056273751979,-58.43772242715045,100
SC795630,María López,"Av. La Plata 5563, San Isidro",-34.582797289860885,-58.379986049032546,88
SC673725,Sofía García,"Av. Independencia 7470, Vicente López",-34.566188933664115,-58.54090433740205,55
SC415744,Sofía Martínez,"Av. Santa Fe 8914, San Isidro",-34.64626360412477,-58.50514623068008,96
SC958555,Carlos Torres,"Av. Cabildo 3370, Berazategui",-34.683783409902944,-58.47713559477613,80
SC160848,Laura García,"Av. Belgrano 7776, Avellaneda",-34.64375406441263,-58.40944549045428,88
SC189940,Juan Pérez,"Av. Juan B. Justo 8423, San Martín",-34.65909676294659,-58.42631991447966,89
SC732168,Carlos Torres,"Av. Rivadavia 6451, Morón",-34.50982287141108,-58.487287922093806,83
SC439930,Valentina López,"Av. Corrientes 7076, San Martín",-34.62833264621953,-58.36502185807902,58
SC174135,Pedro Pérez,"Av. La Plata 5681, Vicente López",-34.67005137663003,-58.42486260589722,94
SC271548,Ana Sánchez,"Av. Rivadavia 1415, Berazategui",-34.639090087717456,-58.512043468412905,71
SC261569,Valentina García,"Av. Libertador 9783, Tigre",-34.57234638851234,-58.43136731404125,79
SC421504,Juan Rodríguez,"Av. San Martín 3780, Tigre",-34.574525170905694,-58.366821944352246,89
SC534511,Juan Sánchez,"Av. Rivadavia 1571, Lomas de Zamora",-34.571823603819325,-58.52275057018452,78
SC331446,Ana Rodríguez,"Av. Santa Fe 7759, Avellaneda",-34.506076667497666,-58.35498122668682,93
SC120945,Juan Torres,"Av. Libertador 9465, Morón",-34.62917904905677,-58.35020775675397,55
SC238985,Luis López,"Av. Cabildo 5486, La Matanza",-34.56098437309586,-58.35016206829936,58
SC554837,Diego López,"Av. Cabildo 5211, Lomas de Zamora",-34.54053452722898,-58.40654962427994,67
SC261474,Pedro García,"Av. Cabildo 5466, La Matanza",-34.618435052332366,-58.4601796656316,95
SC303100,Carlos Rodríguez,"Av. Independencia 2909, Lomas de Zamora",-34.523232660068935,-58.36289203960969,72
SC786744,Ana Fernández,"Av. Libertador 772, Avellaneda",-34.55872119296155,-58.516256265567925,70
SC230080,Juan López,"Av. Rivadavia 3520, Morón",-34.67962658482966,-58.525351629613226,58
SC588938,Carlos Rodríguez,"Av. Rivadavia 1247, Tigre",-34.60684222827167,-58.42089737778676,69
SC398151,Carlos García,"Av. Independencia 7290, San Martín",-34.62387753297822,-58.50851815921662,50
SC598641,Laura López,"Av. Juan B. Justo 8039, Quilmes",-34.6126472161238,-58.45449982727827,50
SC645715,Sofía López,"Av. Belgrano 9000, Avellaneda",-34.547524598143205,-58.544197093218216,90
SC962577,Sofía Díaz,"Av. Cabildo 8563, Tigre",-34.565517180842726,-58.439373825548785,52
SC205514,Laura Sánchez,"Av. Independencia 7401, Avellaneda",-34.55734403393197,-58.50167273279041,66
SC467551,Diego Díaz,"Av. Juan B. Justo 5502, San Isidro",-34.61391725540366,-58.40029593799021,75
SC658566,Diego Rodríguez,"Av. Rivadavia 2378, Morón",-34.57342127686754,-58.50408143189828,78
SC562620,Carlos López,"Av. La Plata 3725, Morón",-34.5731491860734,-58.43345183309692,89
SC378437,Sofía Sánchez,"Av. San Martín 2930, San Martín",-34.61342716990092,-58.47294214101635,72
SC931336,Sofía Martínez,"Av. Cabildo 8719, Vicente López",-34.58322993748793,-58.529278945676026,89
SC840349,Ana Gómez,"Av. Juan B. Justo 3164, Lomas de Zamora",-34.62127523546529,-58.44280418886636,100
SC173587,Juan Gómez,"Av. Rivadavia 2519, Lomas de Zamora",-34.67280375853582,-58.40699913467728,58
SC326997,Sofía Pérez,"Av. Libertador 4881, San Martín",-34.694726927727466,-58.484982375568975,95
SC453196,Luis Torres,"Av. Santa Fe 1729, Berazategui",-34.527433441326984,-58.48303126442564,97
SC462381,Laura Gómez,"Av. San Martín 3321, San Isidro",-34.65300501064358,-58.54020113558072,66
SC865183,Ana Martínez,"Av. Corrientes 2735, Vicente López",-34.59230434512043,-58.390750842176885,63
SC649397,María Díaz,"Av. Belgrano 7269, San Isidro",-34.58009810415034,-58.5274912253679,51
SC241927,Luis García,"Av. San Martín 8671, La Matanza",-34.59308357846247,-58.422120802826306,81
SC227574,Juan Gómez,"Av. Belgrano 8988, San Martín",-34.57982475655599,-58.53728339416834,94
SC840234,Laura Torres,"Av. Independencia 2453, San Martín",-34.66387292595251,-58.37563601244661,68
SC887150,Laura López,"Av. Santa Fe 8407, San Isidro",-34.56814113367818,-58.365250133364704,55
SC621463,Sofía Fernández,"Av. Independencia 7755, La Matanza",-34.629369421465945,-58.3817791306153,62
SC352283,Laura Gómez,"Av. Santa Fe 8885, San Martín",-34.68290218391557,-58.414053676782736,100
SC769363,Sofía Pérez,"Av. San Martín 3203, Tigre",-34.663710192504944,-58.4322377784474,74
SC155827,María Torres,"Av. Santa Fe 2329, Morón",-34.64395010572983,-58.37957072624875,70
SC810812,María Pérez,"Av. Belgrano 4321, San Martín",-34.662012076308486,-58.54102881276381,81
SC561927,Pedro Rodríguez,"Av. Rivadavia 7068, Berazategui",-34.61375741368844,-58.38605649486288,74
SC551693,Sofía Martínez,"Av. Juan B. Justo 5648, San Martín",-34.555490677394296,-58.534608983631514,99
SC749619,María López,"Av. Cabildo 2832, Avellaneda",-34.5112348122475,-58.518536545056776,72
SC260086,Ana Gómez,"Av. Juan B. Justo 4318, Lomas de Zamora",-34.641254312463666,-58.42475554505766,78
SC551000,María Fernández,"Av. San Martín 2093, Berazategui",-34.5795809749119,-58.44510373103703,64
SC188880,Diego Fernández,"Av. San Martín 8388, Morón",-34.61628339600609,-58.46225718763298,75
SC713849,María Díaz,"Av. Corrientes 234, Vicente López",-34.6217041652369,-58.44034396172474,96
SC846874,Juan Rodríguez,"Av. Rivadavia 3451, Lomas de Zamora",-34.59501398532812,-58.52145165814891,92
SC925376,Ana Sánchez,"Av. Belgrano 1226, Quilmes",-34.56263142635169,-58.48199512078808,98
SC243976,Diego Rodríguez,"Av. Belgrano 4029, Lomas de Zamora",-34.65851412648185,-58.419774192639636,82
SC262950,Valentina Díaz,"Av. Corrientes 2931, San Isidro",-34.69035257442186,-58.43005403903835,64
SC446419,Laura García,"Av. Corrientes 5848, Berazategui",-34.632186705756624,-58.376405087388555,95
SC492278,María Fernández,"Av. Independencia 2414, Lomas de Zamora",-34.570767085036444,-58.38546186849332,80
SC581244,Diego Díaz,"Av. Libertador 1725, Berazategui",-34.55727834542572,-58.387003053788135,75
SC142823,Sofía Gómez,"Av. Independencia 1870, Quilmes",-34.57864946675434,-58.48424439056206,91
SC418156,Pedro Díaz,"Av. San Martín 9308, Morón",-34.51486948937989,-58.506860294420406,69
SC686770,Carlos López,"Av. Cabildo 8597, Lomas de Zamora",-34.69107240382561,-58.49599504313796,89
SC580031,Juan López,"Av. San Martín 9358, Lomas de Zamora",-34.597453659736935,-58.407479516844184,99
SC292612,Carlos López,"Av. Juan B. Justo 6718, La Matanza",-34.695191420696965,-58.4150412015702,87
SC417256,Ana Sánchez,"Av. San Martín 2057, San Isidro",-34.57948926590319,-58.38394640757075,89
SC745693,Sofía Díaz,"Av. Independencia 2566, Avellaneda",-34.51968172738988,-58.45803009628831,75
SC444939,Diego Sánchez,"Av. La Plata 9039, Morón",-34.538047708492165,-58.35467009128861,50
SC514910,Laura García,"Av. Cabildo 8186, San Isidro",-34.625127641605346,-58.49635671711256,53
SC191487,Valentina Gómez,"Av. Belgrano 300, Tigre",-34.671632402945114,-58.53868052107143,52
SC175928,Pedro Gómez,"Av. Belgrano 5323, Morón",-34.605333128663524,-58.50740392054918,96
SC147352,María Torres,"Av. Belgrano 9393, La Matanza",-34.594413076257936,-58.3640214030524,63
SC342644,Carlos Fernández,"Av. Corrientes 3177, Lomas de Zamora",-34.52187158736485,-58.37775336028835,62
SC698620,Carlos Fernández,"Av. Belgrano 883, Lomas de Zamora",-34.5851800163851,-58.39648668036429,72
SC624732,Laura Torres,"Av. Juan B. Justo 3435, La Matanza",-34.55086195786465,-58.36274001509058,79
SC519297,Sofía García,"Av. Independencia 7253, Morón",-34.51000778711283,-58.35565055809572,78
SC475013,Diego García,"Av. San Martín 9262, La Matanza",-34.5577283879242,-58.51913474217669,51
SC944798,Laura Fernández,"Av. La Plata 8548, Morón",-34.594683297087556,-58.48117546759024,65
SC712146,Diego López,"Av. San Martín 3212, Lomas de Zamora",-34.520154236388116,-58.47619471029589,56
SC148264,Luis Martínez,"Av. La Plata 6078, Tigre",-34.514585522365834,-58.36084715350439,69
SC623381,Sofía Sánchez,"Av. Belgrano 3315, San Isidro",-34.66800171863793,-58.37829207681269,79
SC376642,Carlos López,"Av. Juan B. Justo 8019, Tigre",-34.588459046356775,-58.361841637104106,97
SC192410,María Rodríguez,"Av. Rivadavia 6680, Avellaneda",-34.5864587201387,-58.54101131093238,85
SC122489,Sofía Gómez,"Av. Corrientes 8526, Avellaneda",-34.60096748604252,-58.40586232382313,63
SC314273,María Sánchez,"Av. Cabildo 5199, Morón",-34.625526749556165,-58.433783993546975,91
SC631535,Ana García,"Av. Corrientes 2422, Berazategui",-34.59585776066323,-58.52875770388981,52
SC582348,Diego Sánchez,"Av. Juan B. Justo 3026, Tigre",-34.666901483433485,-58.351573977987506,68
SC112685,Diego Díaz,"Av. Belgrano 7729, Berazategui",-34.6588323456425,-58.439735361646704,80
SC354266,Diego Torres,"Av. Cabildo 9551, Lomas de Zamora",-34.536516963035105,-58.50929712372983,66
SC395489,Luis Sánchez,"Av. La Plata 3006, Tigre",-34.67390137565957,-58.45155684926182,71
SC577782,Sofía García,"Av. Santa Fe 6461, Tigre",-34.644252927373984,-58.444934080403236,78
SC164061,Valentina López,"Av. Belgrano 9773, Quilmes",-34.59873035189679,-58.51665677178742,72
SC221257,Sofía Sánchez,"Av. San Martín 9778, San Isidro",-34.57140898072174,-58.400946025853315,61
SC690327,Luis Pérez,"Av. Libertador 8078, San Isidro",-34.618142127684266,-58.39147907643819,82
SC255117,Juan García,"Av. Corrientes 588, Quilmes",-34.65561615317754,-58.41276590711183,72
SC996588,Ana Sánchez,"Av. Independencia 972, Quilmes",-34.69102968367009,-58.35236709385053,90
SC771950,Pedro Sánchez,"Av. Juan B. Justo 4024, La Matanza",-34.58239358422512,-58.40666987755593,53
SC175110,María Pérez,"Av. Belgrano 982, Avellaneda",-34.6328000601161,-58.48002637864002,91
SC833846,Luis Sánchez,"Av. Belgrano 8993, Quilmes",-34.663357569510055,-58.52149343587272,79
SC783033,Luis Torres,"Av. Libertador 1066, San Isidro",-34.63123400335921,-58.35800518368666,71
SC518300,María Torres,"Av. Cabildo 9244, San Isidro",-34.51159186813602,-58.472020193361246,59
SC549609,Juan Pérez,"Av. Santa Fe 8876, Quilmes",-34.663884996520686,-58.512078326522335,74
SC406040,Valentina Torres,"Av. Corrientes 9258, Vicente López",-34.616835631798665,-58.40531005651025,74
SC941348,Pedro Torres,"Av. Libertador 5830, Berazategui",-34.57070071049309,-58.53951900386567,64
SC162136,Luis López,"Av. Belgrano 2087, La Matanza",-34.59988268991547,-58.431325451781746,53
SC216063,Laura Sánchez,"Av. Independencia 8346, Lomas de Zamora",-34.52779873005906,-58.530193561924385,98
SC467063,Laura Fernández,"Av. Independencia 7651, Morón",-34.59138988185107,-58.537294101384035,63
SC663153,Luis Gómez,"Av. Juan B. Justo 1717, San Isidro",-34.658053774014355,-58.45449145831691,63
SC439701,Carlos García,"Av. Juan B. Justo 1778, Morón",-34.58745434513977,-58.50599071298769,57
SC543426,Valentina Torres,"Av. Corrientes 6488, San Martín",-34.635636400966,-58.37266436934588,61
SC686979,Sofía Martínez,"Av. Belgrano 684, Avellaneda",-34.58827992992415,-58.37090854899449,87
SC750123,Luis Díaz,"Av. Santa Fe 5262, La Matanza",-34.63769018983401,-58.5168707304434,56
SC152971,María Sánchez,"Av. Independencia 9953, Berazategui",-34.50296433967448,-58.515687068412284,59
SC957178,Valentina Sánchez,"Av. Santa Fe 1908, Vicente López",-34.600239977178774,-58.36089262650915,93
SC309604,María Díaz,"Av. Libertador 4303, Tigre",-34.519226986696474,-58.406616983165414,82
SC163394,María Torres,"Av. San Martín 206, Lomas de Zamora",-34.698307237231724,-58.44092169444654,77
SC290704,Sofía García,"Av. Santa Fe 7385, Avellaneda",-34.56777987723982,-58.383474984904005,51
SC541944,Laura Díaz,"Av. Belgrano 1509, San Martín",-34.541098791673654,-58.441665815034305,96
SC766664,Diego Rodríguez,"Av. Santa Fe 8823, Berazategui",-34.68085232696079,-58.39885446578554,64
SC198983,Valentina Fernández,"Av. Cabildo 3541, Lomas de Zamora",-34.50110497988879,-58.545249946484425,68
SC789887,Diego Torres,"Av. Cabildo 9916, Tigre",-34.52304183080676,-58.48804956432561,65
SC379212,Luis Fernández,"Av. Belgrano 999, Berazategui",-34.527632049271205,-58.496080004636624,51
SC746988,Carlos Fernández,"Av. Belgrano 1787, San Isidro",-34.69555408263956,-58.38146826252265,72
SC212522,Valentina Martínez,"Av. Juan B. Justo 3030, San Isidro",-34.58626931265118,-58.388430169971684,93
SC573491,María Díaz,"Av. San Martín 678, San Isidro",-34.625549296156734,-58.48514623545034,66
SC626689,Juan Rodríguez,"Av. Belgrano 3164, San Martín",-34.6675963508921,-58.4751084259685,78
SC476747,Ana Martínez,"Av. Santa Fe 643, La Matanza",-34.65897595229164,-58.459094065559256,86
SC736567,María López,"Av. Corrientes 6363, La Matanza",-34.69688354093727,-58.509576628417,81
SC396995,Juan García,"Av. Independencia 1208, Quilmes",-34.58581332965171,-58.360164802059444,65
SC374311,Diego García,"Av. Belgrano 7815, Lomas de Zamora",-34.62411286911202,-58.53174522688754,86
SC428797,Valentina Díaz,"Av. La Plata 8478, Avellaneda",-34.66560726642867,-58.362997920498245,86
SC289165,Pedro Torres,"Av. Belgrano 3979, Lomas de Zamora",-34.678492652291546,-58.52530273857165,100
SC802833,Luis Fernández,"Av. San Martín 8645, La Matanza",-34.6744593899611,-58.38837974293811,55
SC626775,Carlos Gómez,"Av. San Martín 7827, San Martín",-34.644933446823316,-58.41362427173825,55
SC892252,Laura Rodríguez,"Av. Libertador 5784, San Martín",-34.6896919228562,-58.364682624034934,63
SC120075,Laura Sánchez,"Av. Cabildo 1998, Morón",-34.61719519513036,-58.372586174824725,71
SC573434,María García,"Av. Santa Fe 3550, Quilmes",-34.641431073127436,-58.37175017320767,87
SC485531,Valentina Martínez,"Av. Libertador 9847, Morón",-34.68694575286113,-58.45603748845879,80
SC849883,Luis Torres,"Av. Belgrano 2932, Vicente López",-34.573344024457306,-58.53087182343943,91
SC747185,Luis Fernández,"Av. La Plata 148, Berazategui",-34.63614962790096,-58.516294669775206,91
SC569370,Diego Martínez,"Av. Cabildo 2245, Avellaneda",-34.6476014904412,-58.45157977453484,83
SC425577,Pedro Fernández,"Av. Santa Fe 4282, Quilmes",-34.5210272893401,-58.4754396675748,93
SC918603,Diego Fernández,"Av. San Martín 5875, San Isidro",-34.62517692207177,-58.50747974994923,76
SC709959,Laura Martínez,"Av. Independencia 7555, Vicente López",-34.57856515229825,-58.369556906830034,52
SC680603,Diego Pérez,"Av. Independencia 640, San Martín",-34.61213769654972,-58.46799800831089,88
SC781691,Luis García,"Av. Juan B. Justo 4911, Tigre",-34.56981241721262,-58.51948730496369,83
SC582445,Ana Torres,"Av. San Martín 4753, Avellaneda",-34.54751784491433,-58.35078301092899,61
SC406033,Ana Fernández,"Av. San Martín 8950, San Martín",-34.50216933528636,-58.47969320714179,97
SC544602,Sofía Torres,"Av. San Martín 715, Berazategui",-34.68624927155487,-58.46225356604496,59
SC432523,Pedro Pérez,"Av. Corrientes 449, Tigre",-34.6048992420304,-58.46502790260554,72
SC558107,Juan Rodríguez,"Av. Libertador 8192, Avellaneda",-34.69834812140466,-58.43291904075867,87
SC286933,Ana Gómez,"Av. Libertador 3966, Tigre",-34.53104847879973,-58.369471999354644,73
SC722759,Diego Pérez,"Av. Corrientes 5041, La Matanza",-34.54961415342245,-58.43686463053479,86
SC176159,Ana Pérez,"Av. La Plata 6461, La Matanza",-34.56878035564632,-58.376401713849866,63
SC686486,Carlos Pérez,"Av. Cabildo 5463, La Matanza",-34.545170259716826,-58.38987796487781,81
SC484380,Valentina Torres,"Av. Independencia 5613, Morón",-34.56046242012076,-58.369852864103635,88
SC216552,Luis Sánchez,"Av. La Plata 4458, Vicente López",-34.52483678836895,-58.51331142303943,77
SC714515,Laura Fernández,"Av. Rivadavia 4602, Quilmes",-34.68829232260856,-58.47629954283814,94
SC552968,María Sánchez,"Av. Santa Fe 1537, La Matanza",-34.53908494462972,-58.37857476849189,88
SC716431,Carlos García,"Av. La Plata 5111, Tigre",-34.51749331657617,-58.54301142997909,65
SC298605,Valentina García,"Av. Independencia 461, San Isidro",-34.57445009604442,-58.48147179357875,69
SC489804,Ana Rodríguez,"Av. Santa Fe 6648, Tigre",-34.59991844200128,-58.39183071681589,65
SC832052,Diego Fernández,"Av. Santa Fe 5135, Morón",-34.53993824691263,-58.52584564786468,95
SC660244,María Sánchez,"Av. Juan B. Justo 7804, Vicente López",-34.540116819441984,-58.53020209705043,99
SC179314,María Pérez,"Av. Cabildo 8208, San Martín",-34.65072369315768,-58.50911506797063,97
SC862245,Ana López,"Av. Rivadavia 8068, Quilmes",-34.59613296723851,-58.49803255379854,82
SC681696,Diego López,"Av. Belgrano 1018, San Martín",-34.589200391683335,-58.532292907496114,56
SC231930,Luis Rodríguez,"Av. Corrientes 1780, San Isidro",-34.67851480241943,-58.50924153027304,78
SC111081,Laura Pérez,"Av. Belgrano 3887, Berazategui",-34.505961354968115,-58.38586935047497,69
SC448843,Laura García,"Av. Corrientes 2195, Lomas de Zamora",-34.687864732269674,-58.43467684094941,69
SC657042,Sofía Díaz,"Av. Belgrano 1941, Morón",-34.55521064878054,-58.53750411962082,77
SC232956,Laura García,"Av. San Martín 1492, San Isidro",-34.680358906134984,-58.501839320859055,78
SC549138,Diego Gómez,"Av. Independencia 2619, Tigre",-34.634495166540376,-58.444434502959425,59
SC262379,Valentina Díaz,"Av. Corrientes 2343, Vicente López",-34.67247645516352,-58.41828148172399,96
SC754600,Laura Fernández,"Av. Juan B. Justo 5704, Berazategui",-34.53740325344732,-58.444486019354336,60
SC719213,Diego Pérez,"Av. Santa Fe 1226, Vicente López",-34.62837950063597,-58.52644904851826,59
SC450689,Ana Fernández,"Av. Independencia 5683, Vicente López",-34.686042492407935,-58.462708621388565,100
SC590602,Juan Pérez,"Av. Cabildo 7814, Lomas de Zamora",-34.66635634355205,-58.4010487951915,79
SC611485,Diego Torres,"Av. Libertador 5298, San Isidro",-34.60227565071794,-58.52359705874695,55
SC655573,Pedro Pérez,"Av. Belgrano 5689, Tigre",-34.542722738887264,-58.46088004536459,59
